Settore Merceologico Principale,Settore Merceologico Secondario,Insegna,Tipo via,Via,Civico,Codice via,ZD,Accesso,Isolato,Settore Storico Cf Preval,Superficie Vendita,Superficie Altri Usi
non alimentare,NP,NP,VIA,NOVARA,373,6624,7,NP,NP,articoli di abbigliamento ed accessori,46.0,0.0
non alimentare,NP,NP,VIA,NOVARA,383,6624,7,esterno,239,elettricita' e idraulica,16.0,44.0
non alimentare,NP,NP,VIA,NOVARA,399,6624,7,esterno,4,autoveicoli,200.0,400.0
non alimentare,NP,NP,VIA,NOVARA,40,6624,7,esterno,270,"radio tv, elettrodom,app.radio",36.0,0.0
non alimentare,NP,NP,VIA,NOVARA,87,6624,7,esterno,44,fiori e piante,60.0,0.0
non alimentare,NP,NP,VIA,NOVARO MICHELE,25,1559,9,esterno,87,accessori e ricambi auto-moto,39.0,72.0
non alimentare,NP,NP,VIA,NULLO FRANCESCO,63,3111,3,interno,174,gioielleria e oreficeria,38.0,24.0
non alimentare,NP,NP,VIA,NUMA POMPILIO,14,6230,1,esterno,140,elettricita' e idraulica,110.0,10.0
non alimentare,NP,NP,VIA,NUVOLONE PANFILO,15,7394,8,esterno,238,abbigliamento,47.0,231.0
non alimentare,NP,NP,VIA,NUVOLONE PANFILO,7,7394,8,esterno,238,metalsiderurgici,14.0,0.0
non alimentare,NP,NP,VIA,OFANTO,28,2677,3,esterno,NP,auto-moto-cicli,150.0,0.0
non alimentare,NP,NP,VIA,OFANTO,28,2677,3,NP,83,autoveicoli,150.0,0.0
non alimentare,NP,NP,VIA,OGLIO,28,4105,4,esterno,118,motocicli,100.0,0.0
non alimentare,NP,NP,VIA,OGLIO,35,4105,4,NP,NP,calzature articoli regalo borse valigie giochi giocattoli,158.0,30.0
non alimentare,NP,NP,VIA,OGLIO,3,4105,4,esterno,52,art.per l'arredam.del bagno,50.0,0.0
non alimentare,NP,NP,VIA,OGLIO,7,4105,4,esterno,52,abbigliamento donna,97.0,40.0
non alimentare,NP,NP,VIA,OLDOFREDI ERCOLE,9,1160,2,interno,233,cine-foto-ottica-art.scientifi,32.0,0.0
non alimentare,NP,NP,VIA,OLGETTINA,60,2530,3,esterno,4,profumeria,2.0,49.0
non alimentare,NP,NP,VIA,OLGETTINA,60,2530,3,NP,NP,abbigliamento ed accessori,150.0,0.0
non alimentare,NP,NP,VIA,OLGETTINA,60,2530,3,NP,NP,gioielleria,44.0,5.0
non alimentare,NP,NP,VIA,OLGETTINA,60,2530,3,NP,NP,"mobili, articoli per la casa, per il bambino ed il giardino",80.0,9.0
non alimentare,NP,NP,VIA,OLGIATI FRANCESCO,31,5319,6,esterno,41,autoveicoli,120.0,230.0
non alimentare,NP,NP,VIA,OLLEARO ULDERICO,8,7254,8,esterno,293,abbigliamento,54.0,0.0
non alimentare,NP,NP,VIA,OLMETTO,10,553,1,interno,397,giocattoli,250.0,0.0
non alimentare,NP,NP,VIA,OLMETTO,10,553,1,interno,397,orologeria,60.0,0.0
non alimentare,NP,NP,VIA,OLMETTO,21,553,1,NP,NP,macchine ufficio,20.0,50.0
non alimentare,NP,NP,VIA,OLONA,12,5090,1,NP,225,abbigliamento,28.0,0.0
non alimentare,NP,NP,VIA,OLONA,12,5090,1,NP,225,tappezzerie e moquettes,45.0,6.0
non alimentare,NP,NP,VIA,OLONA,12,5090,1,NP,225,telefoni,40.0,25.0
non alimentare,NP,NP,VIA,OLONA,17,5090,1,esterno,461,abbigliamento,40.0,0.0
non alimentare,NP,NP,VIA,OLONA,19,5090,1,NP,461,erboristeria,25.0,0.0
non alimentare,NP,NP,VIA,OLONA,21,5090,1,esterno,461,colori e vernici,44.0,0.0
non alimentare,NP,NP,VIA,OLONA,21,5090,1,esterno,461,macch.e prod. per agricoltura macchine e prodotti per l' agricoltura,55.0,0.0
non alimentare,NP,NP,VIA,OLONA,5,5090,1,esterno,460,abbigliamento,64.0,50.0
non alimentare,NP,NP,VIA,OLONA,6,5090,1,NP,NP,"gadget, magliette, borsoni, portachiavi",100.0,568.0
non alimentare,NP,NP,VIA,OLTROCCHI BALDASSARE,10,3217,4,NP,81,auto-moto-cicli,150.0,1350.0
non alimentare,NP,NP,VIA,OLTROCCHI BALDASSARE,11/INT,3217,4,interno,79,macch.e arredamenti per uffici,28.0,372.0
non alimentare,NP,NP,VIA,OMBONI GIOVANNI,1,2151,3,esterno,82,abbigliamento bambino,57.0,0.0
non alimentare,NP,NP,VIA,OMBONI GIOVANNI,1,2151,3,esterno,82,abbigliamento donna,15.0,0.0
non alimentare,NP,NP,VIA,OMBONI GIOVANNI,1,2151,3,esterno,82,libreria,61.0,2.0
non alimentare,NP,NP,VIA,OMBONI GIOVANNI,1,2151,3,esterno,82,"valigeria, pelletteria",80.0,55.0
non alimentare,NP,NP,VIA,OMBONI GIOVANNI,3,2151,3,esterno,83,articoli sanitari,38.0,2.0
non alimentare,NP,NP,VIA,OREFICI,13,547,1,esterno,371,giocattoli,160.0,0.0
non alimentare,NP,NP,VIA,OREFICI,26,547,1,esterno,436,calzature,24.0,11.0
non alimentare,NP,NP,VIA,OREFICI,26,547,1,esterno,436,gioielleria e oreficeria,40.0,10.0
non alimentare,NP,NP,VIA,OREFICI,26,547,1,esterno,436,gioielleria - orologeria,40.0,0.0
non alimentare,NP,NP,VIA,OREFICI,2,547,1,esterno,436,abbigliamento,40.0,0.0
non alimentare,NP,NP,VIA,OREFICI,2,547,1,esterno,436,calzature,16.0,2.0
non alimentare,NP,NP,VIA,OREFICI,2,547,1,esterno,436,gioielleria - orologeria,18.0,0.0
non alimentare,NP,NP,VIA,OREFICI,2,547,1,interno,436,gioielleria e oreficeria,18.0,43.0
non alimentare,NP,NP,VIA,OREFICI,2,547,1,NP,436,calzature,16.0,0.0
non alimentare,NP,NP,VIA,ORGANDINO GIUSEPPE,2,6255,7,NP,253,tappeti,35.0,21.0
non alimentare,NP,NP,VIA,ORIANI BARNABA,75,7406,8,esterno,209,materiali da costruzione,18.0,982.0
non alimentare,NP,NP,VIA,ORISTANO,14,2461,2,esterno,196,mobili,103.0,0.0
non alimentare,NP,NP,VIA,ORISTANO,17,2461,2,esterno,191,cartolibreria,9.0,40.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,140,1591,9,esterno,10,abbigliamento,60.0,0.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,140,1591,9,NP,10,articoli regalo,25.0,125.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,14,1591,9,esterno,70,bomboniere,26.0,0.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,14,1591,9,NP,70,"valigeria, pelletteria",171.0,31.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,158,1591,9,esterno,10,accessori e ricambi auto-moto,20.0,15.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,15,1591,9,interno,69,mobili,16.0,284.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,19,1591,9,esterno,69,abbigliamento uomo,74.0,20.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,19,1591,9,esterno,69,art. per parrucchieri,15.0,25.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,24,1591,9,esterno,70,profumeria,25.0,25.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,24,1591,9,NP,NP,grande varieta' di prodotti non alimentari,85.0,20.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,39,1591,9,esterno,64,apparecch. elettroniche,33.0,30.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,47,1591,9,NP,64,cartolibreria,15.0,5.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,4,1591,9,esterno,70,abbigliamento,115.0,34.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,58,1591,9,esterno,72,accessori e ricambi auto-moto,52.0,0.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,58,1591,9,esterno,72,cartoleria cancelleria,45.0,7.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,6,1591,9,esterno,70,gioielleria - orologeria,28.0,0.0
non alimentare,NP,NP,VIA,ORNATO LUIGI,7,1591,9,esterno,69,abbigliamento,52.0,23.0
non alimentare,NP,NP,VIA,OROBIA,26,4137,5,esterno,NP,autoveicoli,31.0,369.0
non alimentare,NP,NP,VIA,OROBIA,3,4137,5,esterno,198,materiali da costruzione,250.0,0.0
non alimentare,NP,NP,VIA,OROBONI ANTONIO,13,1635,9,NP,42,mobili,60.0,0.0
non alimentare,NP,NP,VIA,ORSEOLO PIETRO,7,5113,6,NP,26,abbigliamento,30.0,0.0
non alimentare,NP,NP,VIA,ORSINI VINCENZO GIORDANO,8,6648,7,esterno,207,"antichita' e oggetti d'arte,an",26.0,0.0
non alimentare,NP,NP,VIA,ORTI,2,4031,1,NP,NP,"materiale elettrico, computer e oggetti vari",30.0,0.0
non alimentare,NP,NP,VIA,ORTI,35,4031,1,esterno,113,"antichita' e oggetti d'arte,an",44.0,0.0
non alimentare,NP,NP,VIA,ORTI,35,4031,1,NP,113,abbigliamento,40.0,10.0
non alimentare,NP,NP,VIA,ORTI,35,4031,1,NP,113,gioielleria - orologeria,9.0,21.0
non alimentare,NP,NP,VIA,ORTI,4,4031,1,NP,38,abbigliamento,60.0,420.0
non alimentare,NP,NP,VIA,OSCULATI GAETANO,5,1547,9,esterno,146,"carta, cartoni, spaghi",15.0,0.0
non alimentare,NP,NP,VIA,OSLAVIA,17,2672,3,esterno,110,profumeria,30.0,21.0
non alimentare,NP,NP,VIA,OSOPPO,13,6596,7,esterno,1,dischi,15.0,5.0
non alimentare,NP,NP,VIA,OSOPPO,13,6596,7,esterno,1,libreria,17.0,0.0
non alimentare,NP,NP,VIA,OSOPPO,3,6596,7,esterno,2,in attesa di revoca,30.0,0.0
non alimentare,NP,NP,VIA,OSOPPO,5,6596,7,esterno,2,articoli regalo,55.0,0.0
non alimentare,NP,NP,VIA,OSTIGLIA,2,3285,4,esterno,244,macch.e arredamenti per uffici,180.0,0.0
non alimentare,NP,NP,VIA,OSTI,3,336,1,esterno,327,quadri e cornici,31.0,3.0
non alimentare,NP,NP,VIA,OSTI,3,336,1,esterno,327,arredamenti,55.0,61.0
non alimentare,NP,NP,VIA,OVADA,27,5352,6,esterno,77,articoli funebri,30.0,0.0
non alimentare,NP,NP,VIA,OXILIA NINO,13,2287,2,esterno,329,biancheria intima,36.0,0.0
non alimentare,NP,NP,VIA,OXILIA NINO,13,2287,2,NP,329,prod. x igiene persona-casa,35.0,0.0
non alimentare,NP,NP,VIA,OXILIA NINO,17,2287,2,NP,329,casalinghi,50.0,0.0
non alimentare,NP,NP,VIA,OXILIA NINO,19,2287,2,NP,329,abbigliamento bambino,20.0,20.0
non alimentare,NP,NP,VIA,OXILIA NINO,1,2287,2,esterno,329,merceria,28.0,0.0
non alimentare,NP,NP,VIA,OXILIA NINO,26,2287,2,NP,327,fiori e piante,30.0,25.0
non alimentare,NP,NP,VIA,OXILIA NINO,4,2287,2,esterno,327,cartoleria cancelleria,30.0,0.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,1,2143,3,NP,NP,abbigliamento,38.0,6.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,11,2143,3,esterno,45,cartolibreria,116.0,0.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,13,2143,3,esterno,45,accessori e ricambi auto-moto,35.0,80.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,13,2143,3,NP,45,articoli regalo,45.0,45.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,15,2143,3,NP,45,abbigliamento,20.0,8.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,3,2143,3,esterno,45,abbigliamento,45.0,5.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,3,2143,3,NP,45,abbigliamento,50.0,0.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,4,2143,3,esterno,46,abbigliamento,40.0,0.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,4,2143,3,NP,NP,argenteria articoli per bambini,118.0,0.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,7,2143,3,esterno,45,cine-foto-ottica-art.scientifi,85.0,0.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,7,2143,3,esterno,45,fiori e piante,42.0,18.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,7,2143,3,NP,NP,libri - indumenti usati - oggetti usati,15.0,8.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,8,2143,3,esterno,46,tappezzerie e moquettes,30.0,30.0
non alimentare,NP,NP,VIA,OZANAM FEDERICO,9,2143,3,NP,NP,bigiotteria,16.0,18.0
non alimentare,NP,NP,VIA,PACE,23,3150,1,esterno,36,articoli sanitari,20.0,12.0
non alimentare,NP,NP,VIA,PACE,23,3150,1,esterno,36,elettricita' e idraulica,35.0,20.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,13,2571,3,esterno,48,calzature,28.0,20.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,13,2571,3,NP,48,cine-foto-ottica-art.scientifi,20.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,15,2571,3,esterno,48,fiori e piante,42.0,20.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,17,2571,3,esterno,52,merceria,58.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,22,2571,3,esterno,73,macch.e arredamenti per uffici,25.0,15.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,24,2571,3,esterno,73,"valigeria, pelletteria",40.0,117.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,26,2571,3,esterno,74,"radio tv, elettrodom,app.radio",36.0,24.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,27,2571,3,NP,53,articoli regalo,50.0,10.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,28,2571,3,esterno,74,abbigliamento,17.0,6.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,28,2571,3,NP,74,programmazione e sistemi informatici  -computer,40.0,70.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,30,2571,3,esterno,74,programmazione e sistemi informatici  -computer,25.0,10.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,33,2571,3,NP,54,strumenti musicali,38.0,12.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,34,2571,3,NP,76,art. per parrucchieri,99.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,37,2571,3,NP,55,cartoleria cancelleria,18.0,9.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,37,2571,3,NP,NP,articoli da regalo,20.0,10.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,39,2571,3,esterno,57,materassi-piumoni-reti,35.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,44,2571,3,interno,76,orologeria,70.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,44,2571,3,NP,NP,articoli in cuoio accessori per calzature,18.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,50,2571,3,esterno,76,autoradio,34.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,56,2571,3,esterno,76,casalinghi,33.0,20.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,66,2571,3,NP,NP,abbigliamento,80.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,67,2571,3,esterno,61,"radio tv, elettrodom,app.radio",45.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,68,2571,3,esterno,84,erboristeria,21.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,68,2571,3,NP,NP,ferramenta e ottonami,32.0,0.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,72,2571,3,esterno,84,cine-foto-ottica-art.scientifi,45.0,30.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,72,2571,3,esterno,84,"valigeria, pelletteria",20.0,6.0
non alimentare,NP,NP,VIA,PACINI GIOVANNI,91,2571,3,esterno,62,macchine da cucire e maglieria,52.0,38.0
non alimentare,NP,NP,VIA,PACINOTTI FRA' ANTONIO,8,7259,8,esterno,325,elettricita' e idraulica,35.0,0.0
non alimentare,NP,NP,VIA,PACINOTTI FRA' ANTONIO,8,7259,8,NP,NP,ciclomotori - motocicli elettrici - accessori,70.0,0.0
non alimentare,NP,NP,VIA,PACIOLI FRA' LUCA,9,5104,1,esterno,39,calzature,117.0,0.0
non alimentare,NP,NP,VIA,PADOVA,100,2275,2,NP,NP,cartoleria forniture ufficio,29.0,82.0
non alimentare,NP,NP,VIA,PADOVA,104,2275,2,esterno,299,"radio tv, elettrodom,app.radio",99.0,13.0
non alimentare,NP,NP,VIA,PADOVA,10,2275,2,esterno,358,cappelli da uomo,40.0,20.0
non alimentare,NP,NP,VIA,PADOVA,11,2275,2,interno,352,macchine utensili art.per ind.macchine utensili e articoli per l'industria,80.0,50.0
non alimentare,NP,NP,VIA,PADOVA,129,2275,2,NP,NP,vendita di guanti e di sistemi di sicurezza,26.0,0.0
non alimentare,NP,NP,VIA,PADOVA,12,2275,2,esterno,358,strumenti musicali,72.0,0.0
non alimentare,NP,NP,VIA,PADOVA,12,2275,2,NP,358,telefoni,65.0,0.0
non alimentare,NP,NP,VIA,PADOVA,12,2275,2,NP,NP,abbigliamento ed accessori.,23.0,5.0
non alimentare,NP,NP,VIA,PADOVA,131,2275,2,esterno,280,gioielleria - orologeria,48.0,0.0
non alimentare,NP,NP,VIA,PADOVA,131,2275,2,NP,280,abbigliamento,50.0,10.0
non alimentare,NP,NP,VIA,PADOVA,133,2275,2,esterno,281,telefoni,36.0,0.0
non alimentare,NP,NP,VIA,PADOVA,135,2275,2,NP,NP,veicoli nuovi ed usati,25.0,0.0
non alimentare,NP,NP,VIA,PADOVA,145,2275,2,esterno,261,abbigliamento,48.0,20.0
non alimentare,NP,NP,VIA,PADOVA,147,2275,2,NP,261,bigiotteria e chincaglieria,70.0,0.0
non alimentare,NP,NP,VIA,PADOVA,149,2275,2,esterno,261,abbigliamento,58.0,0.0
non alimentare,NP,NP,VIA,PADOVA,154,2275,2,esterno,284,cartoleria cancelleria,58.0,0.0
non alimentare,NP,NP,VIA,PADOVA,154,2275,2,NP,284,telefoni,36.0,0.0
non alimentare,NP,NP,VIA,PADOVA,156,2275,2,esterno,284,gioielleria e oreficeria,18.0,32.0
non alimentare,NP,NP,VIA,PADOVA,156,2275,2,esterno,284,mobili,38.0,0.0
non alimentare,NP,NP,VIA,PADOVA,157,2275,2,esterno,262,accessori e ricambi auto-moto,50.0,0.0
non alimentare,NP,NP,VIA,PADOVA,167,2275,2,esterno,208,in attesa di revoca,25.0,0.0
non alimentare,NP,NP,VIA,PADOVA,167,2275,2,NP,208,gioielleria - orologeria,40.0,5.0
non alimentare,NP,NP,VIA,PADOVA,167,2275,2,NP,208,in attesa di revoca,20.0,0.0
non alimentare,NP,NP,VIA,PADOVA,167,2275,2,NP,NP,"orologeria, pelletteria, bigiotteria, preziosi",38.0,0.0
non alimentare,NP,NP,VIA,PADOVA,170,2275,2,NP,263,filatelia e numismatica,20.0,20.0
non alimentare,NP,NP,VIA,PADOVA,173,2275,2,esterno,208,abbigliamento,105.0,145.0
non alimentare,NP,NP,VIA,PADOVA,175,2275,2,esterno,208,cine-foto-ottica-art.scientifi,150.0,72.0
non alimentare,NP,NP,VIA,PADOVA,178,2275,2,esterno,263,gioielleria - orologeria,24.0,0.0
non alimentare,NP,NP,VIA,PADOVA,178,2275,2,NP,263,"valigeria, pelletteria",50.0,7.0
non alimentare,NP,NP,VIA,PADOVA,179,2275,2,esterno,208,abbigliamento,200.0,20.0
non alimentare,NP,NP,VIA,PADOVA,179,2275,2,esterno,208,abbigliamento donna,175.0,0.0
non alimentare,NP,NP,VIA,PADOVA,17,2275,2,esterno,352,"valigeria, pelletteria",150.0,10.0
non alimentare,NP,NP,VIA,PADOVA,17,2275,2,interno,352,pneumatici,76.0,674.0
non alimentare,NP,NP,VIA,PADOVA,181,2275,2,NP,208,articoli regalo,75.0,0.0
non alimentare,NP,NP,VIA,PADOVA,182,2275,2,esterno,264,cartoleria cancelleria,43.0,0.0
non alimentare,NP,NP,VIA,PADOVA,191,2275,2,esterno,229,gioielleria - orologeria,42.0,27.0
non alimentare,NP,NP,VIA,PADOVA,194,2275,2,esterno,230,articoli tessili per arredamen,170.0,0.0
non alimentare,NP,NP,VIA,PADOVA,195,2275,2,NP,NP,apparecchiature per le telecomunicazione e per la telefonia,27.0,25.0
non alimentare,NP,NP,VIA,PADOVA,195,2275,2,NP,NP,cd rom hardwaere software videogames personal computer ecc.,82.0,51.0
non alimentare,NP,NP,VIA,PADOVA,196,2275,2,NP,230,in attesa di revoca,34.0,19.0
non alimentare,NP,NP,VIA,PADOVA,197,2275,2,esterno,229,calzature,50.0,50.0
non alimentare,NP,NP,VIA,PADOVA,197,2275,2,esterno,229,mobili,76.0,0.0
non alimentare,NP,NP,VIA,PADOVA,203,2275,2,esterno,229,abbigliamento,80.0,10.0
non alimentare,NP,NP,VIA,PADOVA,204,2275,2,interno,230,elettricita' e idraulica,79.0,0.0
non alimentare,NP,NP,VIA,PADOVA,204,2275,2,NP,230,abbigliamento,36.0,17.0
non alimentare,NP,NP,VIA,PADOVA,205,2275,2,NP,229,articoli regalo,25.0,0.0
non alimentare,NP,NP,VIA,PADOVA,217,2275,2,NP,228,profumeria,76.0,0.0
non alimentare,NP,NP,VIA,PADOVA,217,2275,2,NP,228,profumeria in parrucchiere,25.0,155.0
non alimentare,NP,NP,VIA,PADOVA,217,2275,2,NP,228,telefoni,30.0,20.0
non alimentare,NP,NP,VIA,PADOVA,228,2275,2,NP,232,apparecch. elettroniche,40.0,0.0
non alimentare,NP,NP,VIA,PADOVA,235,2275,2,esterno,228,telefoni,40.0,42.0
non alimentare,NP,NP,VIA,PADOVA,235,2275,2,NP,228,telefoni,25.0,275.0
non alimentare,NP,NP,VIA,PADOVA,238,2275,2,esterno,233,telefoni,80.0,0.0
non alimentare,NP,NP,VIA,PADOVA,23,2275,2,esterno,352,abbigliamento,20.0,0.0
non alimentare,NP,NP,VIA,PADOVA,23,2275,2,interno,352,abbigliamento,119.0,0.0
non alimentare,NP,NP,VIA,PADOVA,23,2275,2,NP,352,abbigliamento,30.0,0.0
non alimentare,NP,NP,VIA,PADOVA,23,2275,2,NP,NP,abbigliamento etnico,15.0,0.0
non alimentare,NP,NP,VIA,PADOVA,23,2275,2,NP,NP,cuffie maus telecamere hard disk tastiere cellulari ricaricabatterie,65.0,15.0
non alimentare,NP,NP,VIA,PADOVA,244,2275,2,esterno,233,elettricita' e idraulica,20.0,10.0
non alimentare,NP,NP,VIA,PADOVA,251,2275,2,esterno,239,"radio tv, elettrodom,app.radio",34.0,6.0
non alimentare,NP,NP,VIA,PADOVA,262,2275,2,esterno,227,elettricita' e idraulica,65.0,0.0
non alimentare,NP,NP,VIA,PADOVA,262,2275,2,NP,227,"targhe, coppe e trofei",35.0,0.0
non alimentare,NP,NP,VIA,PADOVA,26,2275,2,esterno,353,mobili,45.0,0.0
non alimentare,NP,NP,VIA,PADOVA,270,2275,2,esterno,227,merceria,34.0,8.0
non alimentare,NP,NP,VIA,PADOVA,272,2275,2,esterno,241,mobili,53.0,0.0
non alimentare,NP,NP,VIA,PADOVA,275,2275,2,esterno,240,art.per l'arredam.del bagno,85.0,0.0
non alimentare,NP,NP,VIA,PADOVA,275,2275,2,esterno,240,ferramenta e ottonami,35.0,0.0
non alimentare,NP,NP,VIA,PADOVA,276,2275,2,NP,227,profumeria in parrucchiere,44.0,81.0
non alimentare,NP,NP,VIA,PADOVA,276,2275,2,esterno,241,videocassette,25.0,0.0
non alimentare,NP,NP,VIA,PADOVA,27,2275,2,NP,NP,prodotti cosmetici estetici tricologici.,35.0,3.0
non alimentare,NP,NP,VIA,PADOVA,283,2275,2,esterno,240,cartoleria cancelleria,16.0,10.0
non alimentare,NP,NP,VIA,PADOVA,286,2275,2,esterno,241,articoli funebri,20.0,0.0
non alimentare,NP,NP,VIA,PADOVA,288,2275,2,esterno,241,materassi-piumoni-reti,26.0,0.0
non alimentare,NP,NP,VIA,PADOVA,288,2275,2,esterno,241,mobili,130.0,195.0
non alimentare,NP,NP,VIA,PADOVA,288,2275,2,esterno,241,motocicli e biciclette,25.0,15.0
non alimentare,NP,NP,VIA,PADOVA,292,2275,2,esterno,242,calzature,30.0,3.0
non alimentare,NP,NP,VIA,PADOVA,2,2275,2,esterno,358,articoli sanitari,70.0,0.0
non alimentare,NP,NP,VIA,PADOVA,2,2275,2,NP,358,telefoni,29.0,0.0
non alimentare,NP,NP,VIA,PADOVA,300,2275,2,NP,243,materassi-piumoni-reti,180.0,0.0
non alimentare,NP,NP,VIA,PADOVA,300,2275,2,NP,NP,articoli carnevaleschi per feste e abbigliamento,38.0,22.0
non alimentare,NP,NP,VIA,PADOVA,302,2275,2,esterno,243,mobili,150.0,10.0
non alimentare,NP,NP,VIA,PADOVA,306,2275,2,esterno,244,casalinghi,38.0,0.0
non alimentare,NP,NP,VIA,PADOVA,306,2275,2,esterno,244,ferramenta e ottonami,38.0,0.0
non alimentare,NP,NP,VIA,PADOVA,316,2275,2,esterno,NP,accessori e ricambi auto-moto,7.0,88.0
non alimentare,NP,NP,VIA,PADOVA,31,2275,2,esterno,349,mobili,38.0,35.0
non alimentare,NP,NP,VIA,PADOVA,32,2275,2,NP,NP,oggetti di elettronica giochi elettronici accessori pezzi di ricambio,51.0,0.0
non alimentare,NP,NP,VIA,PADOVA,330,2275,2,esterno,245,ferramenta e ottonami,32.0,96.0
non alimentare,NP,NP,VIA,PADOVA,330,2275,2,esterno,245,"valigeria, pelletteria",45.0,0.0
non alimentare,NP,NP,VIA,PADOVA,33,2275,2,NP,349,bigiotteria e chincaglieria,25.0,0.0
non alimentare,NP,NP,VIA,PADOVA,34,2275,2,esterno,353,piccolo zoo,20.0,0.0
non alimentare,NP,NP,VIA,PADOVA,35,2275,2,esterno,334,telefoni,10.0,100.0
non alimentare,NP,NP,VIA,PADOVA,35,2275,2,NP,334,gioielleria - orologeria,50.0,0.0
non alimentare,NP,NP,VIA,PADOVA,35,2275,2,NP,NP,accessori per computer - telefonia - attrezzature di elettronica - elettrodomestici,10.0,60.0
non alimentare,NP,NP,VIA,PADOVA,36,2275,2,esterno,353,abbigliamento,40.0,0.0
non alimentare,NP,NP,VIA,PADOVA,36,2275,2,NP,353,access. abbigliamento,50.0,5.0
non alimentare,NP,NP,VIA,PADOVA,37,2275,2,NP,334,abbigliamento,80.0,30.0
non alimentare,NP,NP,VIA,PADOVA,38,2275,2,esterno,353,in attesa di revoca,180.0,60.0
non alimentare,NP,NP,VIA,PADOVA,38,2275,2,NP,353,apparecch. elettroniche,50.0,90.0
non alimentare,NP,NP,VIA,PADOVA,38,2275,2,NP,353,in attesa di revoca,63.0,0.0
non alimentare,NP,NP,VIA,PADOVA,3,2275,2,NP,352,articoli regalo,18.0,2.0
non alimentare,NP,NP,VIA,PADOVA,41,2275,2,esterno,334,biancheria intima,60.0,0.0
non alimentare,NP,NP,VIA,PADOVA,41,2275,2,esterno,334,in attesa di revoca,67.0,3.0
non alimentare,NP,NP,VIA,PADOVA,41,2275,2,NP,334,calzature,70.0,0.0
non alimentare,NP,NP,VIA,PADOVA,47,2275,2,NP,314,programmazione e sistemi informatici  -computer,109.0,0.0
non alimentare,NP,NP,VIA,PADOVA,49,2275,2,NP,NP,prodotti per animali.,100.0,20.0
non alimentare,NP,NP,VIA,PADOVA,51,2275,2,esterno,314,abbigliamento,40.0,0.0
non alimentare,NP,NP,VIA,PADOVA,51,2275,2,interno,314,articoli sanitari,22.0,0.0
non alimentare,NP,NP,VIA,PADOVA,5,2275,2,NP,NP,bigiotteria ed accessori affini.,20.0,0.0
