Settore Merceologico Principale,Settore Merceologico Secondario,Insegna,Tipo via,Via,Civico,Codice via,ZD,Accesso,Isolato,Settore Storico Cf Preval,Superficie Vendita,Superficie Altri Usi
non alimentare,NP,NP,VIA,MONTI VINCENZO,28,6155,1,NP,233,"antichita' e oggetti d'arte,an",110.0,0.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,29,6155,1,esterno,231,profumeria,30.0,0.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,2,6155,1,esterno,289,art.per l'arredam.del bagno,148.0,46.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,2,6155,1,esterno,289,cartoleria cancelleria,55.0,16.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,2,6155,1,NP,289,bigiotteria e chincaglieria,37.0,38.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,32,6155,1,esterno,233,abbigliamento,160.0,75.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,32,6155,1,esterno,233,arredamenti,80.0,0.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,34,6155,1,esterno,234,gioielleria - orologeria,20.0,6.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,36,6155,1,NP,NP,abbigliamento,40.0,0.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,36,6155,1,NP,NP,"fiori e piante, articoli da fiorista",50.0,0.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,41,6155,1,esterno,162,art.per la mamma e il bambino articoli,78.0,50.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,47,6155,1,NP,73,bigiotteria e chincaglieria,6.0,107.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,47,6155,1,esterno,73,abbigliamento donna,73.0,20.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,47,6155,1,esterno,73,"antichita' e oggetti d'arte,an",40.0,50.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,47,6155,1,NP,NP,"gioielli, preziosi, orologi, articoli da regalo ed affini.",39.0,0.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,51,6155,1,esterno,73,calzature,22.0,0.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,51,6155,1,esterno,73,cine-foto-ottica-art.scientifi,17.0,75.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,51,6155,1,esterno,73,merceria,43.0,48.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,54,6155,1,NP,NP,articoli ottici e fotografia,24.0,12.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,56,6155,1,esterno,74,tappeti,65.0,57.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,56,6155,1,NP,74,abbigliamento,20.0,0.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,86,6155,8,esterno,93,abbigliamento,80.0,90.0
non alimentare,NP,NP,VIA,MONTI VINCENZO,9,6155,1,interno,288,in attesa di revoca,68.0,0.0
non alimentare,NP,NP,VIA,MONVISO,9,7212,8,esterno,53,mobili,53.0,7.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,11,594,1,esterno,220,"antichita' e oggetti d'arte,an",105.0,0.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,12,594,1,NP,277,abbigliamento,80.0,0.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,12,594,1,NP,277,elettricita' e idraulica,45.0,0.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,14,594,1,esterno,277,libreria,160.0,40.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,14,594,1,NP,NP,abbigliamento per bambini,99.0,123.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,18,594,1,esterno,277,materiali da costruzione,50.0,0.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,22,594,1,esterno,277,vetrerie e ceramiche,50.0,0.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,2,594,1,esterno,277,abbigliamento,70.0,0.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,3,594,1,esterno,220,abbigliamento,60.0,0.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,3,594,1,NP,220,profumeria,44.0,0.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,7,594,1,esterno,220,"antichita' e oggetti d'arte,an",19.0,1.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,7,594,1,interno,220,gioielleria e oreficeria,18.0,21.0
non alimentare,NP,NP,VIA,MORA GIAN GIACOMO,7,594,1,NP,NP,oggetti preziosi,27.0,8.0
non alimentare,NP,NP,VIA,MORANDI FELICITA,5,2313,2,esterno,311,pellicceria,36.0,0.0
non alimentare,NP,NP,VIA,MORAZZONE,10,7131,1,NP,NP,accessori per percing,8.0,17.0
non alimentare,NP,NP,VIA,MORAZZONE,6,7131,1,esterno,110,casalinghi,198.0,42.0
non alimentare,NP,NP,VIA,MORELLI GIOVANNI,1,2166,1,esterno,152,abbigliamento,61.0,39.0
non alimentare,NP,NP,VIA,MORELLI GIOVANNI,1,2166,1,NP,NP,ferramenta,20.0,10.0
non alimentare,NP,NP,VIA,MORELLI GIOVANNI,4,2166,1,esterno,153,"antichita' e oggetti d'arte,an",72.0,0.0
non alimentare,NP,NP,VIA,MORELLI GIOVANNI,4,2166,1,esterno,153,tappeti,36.0,51.0
non alimentare,NP,NP,VIA,MORETTO DA BRESCIA,27,3207,3,interno,148,programmazione e sistemi informatici  -computer,30.0,0.0
non alimentare,NP,NP,VIA,MORETTO DA BRESCIA,27,3207,3,NP,148,giocattoli,23.0,2.0
non alimentare,NP,NP,VIA,MORETTO DA BRESCIA,27,3207,3,NP,148,programmazione e sistemi informatici  -computer,38.0,0.0
non alimentare,NP,NP,VIA,MORGAGNI GIOVANNI BATTISTA,28,2158,3,esterno,47,abbigliamento donna,67.0,3.0
non alimentare,NP,NP,VIA,MORGAGNI GIOVANNI BATTISTA,2,2158,3,esterno,84,ferramenta e ottonami,20.0,10.0
non alimentare,NP,NP,VIA,MORGAGNI GIOVANNI BATTISTA,30,2158,3,NP,47,profumeria,3.0,59.0
non alimentare,NP,NP,VIA,MORGAGNI GIOVANNI BATTISTA,36,2158,3,NP,47,mobili,27.0,9.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,14,6568,7,NP,273,libreria,66.0,0.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,14,6568,7,NP,NP,calzature - accessori,45.0,0.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,15,6568,7,esterno,280,edicola,8.0,0.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,19,6568,7,NP,NP,materassi reti letti divani mobili e accessori per la casa,60.0,0.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,25,6568,7,esterno,281,cine-foto-ottica-art.scientifi,47.0,10.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,25,6568,7,esterno,281,abbigliamento,37.0,5.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,25,6568,7,NP,NP,bigiotteria e oggettistica,49.0,20.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,29,6568,7,esterno,278,abbigliamento,35.0,2.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,29,6568,7,NP,NP,"abbigliamento e accessori, pellicceria",25.0,10.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,30,6568,7,esterno,275,articoli sportivi,31.0,11.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,30,6568,7,esterno,275,giocattoli,50.0,10.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,31,6568,7,esterno,278,quadri e cornici,24.0,0.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,31,6568,7,esterno,278,videocassette,45.0,0.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,31,6568,7,NP,278,articoli regalo,28.0,14.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,33,6568,7,NP,NP,articoli di pelletteria valigeria abbigliamento bigioteria accessori,40.0,3.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,35,6568,7,esterno,278,mobili,169.0,0.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,37,6568,7,esterno,278,calzature,55.0,0.0
non alimentare,NP,NP,VIA,MORGANTINI MARIO,37,6568,7,esterno,278,gioielleria - orologeria,20.0,10.0
non alimentare,NP,NP,VIA,MORIGI,15,633,1,esterno,451,libreria,32.0,0.0
non alimentare,NP,NP,VIA,MORIGI,15,633,1,esterno,451,biancheria intima,18.0,14.0
non alimentare,NP,NP,VIA,MORIGI,1,633,1,esterno,348,legnami da costruzione,80.0,90.0
non alimentare,NP,NP,VIA,MORIGI,1,633,1,esterno,348,materiali da costruzione,48.0,35.0
non alimentare,NP,NP,VIA,MORIGI,3/A,633,1,esterno,348,"antichita' e oggetti d'arte,an",70.0,0.0
non alimentare,NP,NP,VIA,MORIGI,3/A,633,1,NP,NP,tappeti,62.0,113.0
non alimentare,NP,NP,VIA,MORIMONDO,1,5291,6,NP,4,"cose usate senza pregio,rigat.",56.0,0.0
non alimentare,NP,NP,VIA,MORIMONDO,26,5291,6,NP,3,abbigliamento,142.0,0.0
non alimentare,NP,NP,VIA,MORIMONDO,26,5291,6,NP,NP,articoli di abbigliamentlo ed accessori,100.0,0.0
non alimentare,NP,NP,VIA,MORIMONDO,26,5291,6,NP,NP,"scarpe, abbigliamento e accessori",70.0,140.0
non alimentare,NP,NP,VIA,MORIMONDO,2,5291,6,NP,NP,abbigliamento,210.0,0.0
non alimentare,NP,NP,VIA,MORONE GEROLAMO,3,200,1,esterno,382,"antichita' e oggetti d'arte,an",78.0,50.0
non alimentare,NP,NP,VIA,MORONE GEROLAMO,3,200,1,esterno,382,pellicceria,48.0,62.0
non alimentare,NP,NP,VIA,MORONE GEROLAMO,3,200,1,NP,382,gioielleria e oreficeria,100.0,114.0
non alimentare,NP,NP,VIA,MORONE GEROLAMO,6,200,1,esterno,363,"antichita' e oggetti d'arte,an",60.0,0.0
non alimentare,NP,NP,VIA,MORONE GEROLAMO,6,200,1,interno,363,quadri e cornici,48.0,17.0
non alimentare,NP,NP,VIA,MORONE GEROLAMO,8,200,1,esterno,363,abbigliamento,62.0,0.0
non alimentare,NP,NP,VIA,MORONI GIOVANNI BATTISTA,4,6603,7,NP,NP,abbigliamento biancheria intima calzature e relativi accessori art. in pelle,30.0,0.0
non alimentare,NP,NP,VIA,MOROSINI EMILIO,12,3073,4,esterno,50,cartoleria cancelleria,41.0,0.0
non alimentare,NP,NP,VIA,MOROSINI EMILIO,14,3073,4,NP,50,abbigliamento,70.0,90.0
non alimentare,NP,NP,VIA,MOROSINI EMILIO,27,3073,4,esterno,71,elettricita' e idraulica,70.0,250.0
non alimentare,NP,NP,VIA,MOROSINI EMILIO,2,3073,4,esterno,44,"cose usate senza pregio,rigat.",45.0,14.0
non alimentare,NP,NP,VIA,MOROSINI EMILIO,30,3073,4,esterno,70,abbigliamento,200.0,500.0
non alimentare,NP,NP,VIA,MOROSINI EMILIO,36,3073,4,NP,95,non alimentare,0.0,0.0
non alimentare,NP,NP,VIA,MOROSINI EMILIO,45,3073,4,interno,113,"radio tv, elettrodom,app.radio",38.0,46.0
non alimentare,NP,NP,VIA,MOROSINI EMILIO,4,3073,4,esterno,44,articoli tessili per arredamen,30.0,0.0
non alimentare,NP,NP,VIA,MOROSINI EMILIO,7,3073,4,esterno,46,accessori e ricambi auto-moto,47.0,45.0
non alimentare,NP,NP,VIA,MOROSINI EMILIO,7,3073,4,esterno,46,autoveicoli,83.0,0.0
non alimentare,NP,NP,VIA,MOROZZO DELLA ROCCA,12,6215,1,interno,144,libreria,50.0,0.0
non alimentare,NP,NP,VIA,MOROZZO DELLA ROCCA,4,6215,1,NP,144,abbigliamento,53.0,47.0
non alimentare,NP,NP,VIA,MOROZZO DELLA ROCCA,8,6215,1,NP,NP,pellicce e pelli per pellicceria,85.0,0.0
non alimentare,NP,NP,VIA,MORTARA,15,5115,6,NP,NP,abbigliamento e accessori,120.0,0.0
non alimentare,NP,NP,VIA,MORTARA,4,5115,6,NP,NP,"libri, abbigliamento, oggettistica",70.0,30.0
non alimentare,NP,NP,VIA,MOSCA ANTONIO,11,6788,7,esterno,127,accessori e ricambi auto-moto,100.0,0.0
non alimentare,NP,NP,VIA,MOSCA ANTONIO,169,6788,7,NP,NP,"cartoleria, libri e giocattoli",44.0,0.0
non alimentare,NP,NP,VIA,MOSCATI PIETRO,12,7136,1,esterno,107,mobili,87.0,0.0
non alimentare,NP,NP,VIA,MOSCATI PIETRO,20,7136,1,esterno,107,dischi,25.0,37.0
non alimentare,NP,NP,VIA,MOSCATI PIETRO,20,7136,1,NP,107,calzature,24.0,9.0
non alimentare,NP,NP,VIA,MOSCATI PIETRO,6,7136,1,esterno,108,"antichita' e oggetti d'arte,an",45.0,0.0
non alimentare,NP,NP,VIA,MOSSOTTI OTTAVIANO FABRIZIO,1,1402,9,NP,NP,auto usate,0.0,0.0
non alimentare,NP,NP,VIA,MOTTA EMILIO,5,6211,7,esterno,242,cartoleria cancelleria,20.0,155.0
non alimentare,NP,NP,VIA,MOTTA EMILIO,6,6211,7,esterno,236,abbigliamento,195.0,0.0
non alimentare,NP,NP,VIA,MOTTA EMILIO,6,6211,7,esterno,236,mobili,162.0,106.0
non alimentare,NP,NP,VIA,MOZART WOLFANGO,16,3039,1,interno,98,libreria,88.0,0.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,32,1316,9,esterno,76,materiali da costruzione,39.0,0.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,38,1316,9,esterno,75,mobili,40.0,20.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,65,1316,9,esterno,9,mobili,20.0,85.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,6,1316,9,NP,76,abbigliamento,95.0,95.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,72,1316,9,esterno,16,abbigliamento,49.0,0.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,72,1316,9,NP,16,videocassette,5.0,0.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,73,1316,9,esterno,9,elettricita' e idraulica,19.0,0.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,73,1316,9,esterno,9,telefoni,35.0,0.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,75,1316,9,esterno,9,calzature,38.0,9.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,7,1316,9,NP,91,abbigliamento,125.0,0.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,84,1316,9,interno,10,in attesa di revoca,45.0,2.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,85,1316,9,esterno,8,abbigliamento uomo,35.0,3.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,85,1316,9,NP,8,prod. x igiene persona-casa,15.0,10.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,8,1316,9,esterno,76,cine-foto-ottica-art.scientifi,21.0,0.0
non alimentare,NP,NP,VIA,MURAT GIOACCHINO,4/A,1316,9,esterno,76,bomboniere,31.0,43.0
non alimentare,NP,NP,VIA,MURATORI LODOVICO,11,4076,4,esterno,164,articoli sportivi,38.0,122.0
non alimentare,NP,NP,VIA,MURATORI LODOVICO,26,4076,4,esterno,173,"radio tv, elettrodom,app.radio",44.0,45.0
non alimentare,NP,NP,VIA,MURATORI LODOVICO,28,4076,4,NP,173,articoli tessili per arredamen,110.0,40.0
non alimentare,NP,NP,VIA,MURATORI LODOVICO,28,4076,4,NP,173,autoveicoli,140.0,20.0
non alimentare,NP,NP,VIA,MURATORI LODOVICO,32,4076,4,esterno,173,articoli sportivi,20.0,0.0
non alimentare,NP,NP,VIA,MURATORI LODOVICO,52,4076,4,NP,177,abbigliamento,30.0,20.0
non alimentare,NP,NP,VIA,MURATORI LODOVICO,53,4076,4,esterno,167,macchine utensili art.per ind.macchine utensili e articoli per l'industria,26.0,15.0
non alimentare,NP,NP,VIA,MURATORI LODOVICO,55,4076,4,esterno,167,macch.e arredamenti per uffici,80.0,0.0
non alimentare,NP,NP,VIA,MURATORI LODOVICO,7,4076,4,esterno,164,libreria,64.0,21.0
non alimentare,NP,NP,VIA,MUSSI GIUSEPPE,11,7199,8,NP,51,profumeria,70.0,0.0
non alimentare,NP,NP,VIA,MUSSI GIUSEPPE,11,7199,8,esterno,51,abbigliamento,50.0,0.0
non alimentare,NP,NP,VIA,MUSSI GIUSEPPE,13,7199,8,NP,51,calzature,23.0,12.0
non alimentare,NP,NP,VIA,MUSSI GIUSEPPE,15,7199,8,esterno,51,"radio tv, elettrodom,app.radio",50.0,55.0
non alimentare,NP,NP,VIA,MUSSI GIUSEPPE,16,7199,8,esterno,57,telefoni,40.0,7.0
non alimentare,NP,NP,VIA,MUSSI GIUSEPPE,9,7199,8,esterno,56,abbigliamento,190.0,0.0
non alimentare,NP,NP,VIA,MUSSI GIUSEPPE,9,7199,8,esterno,56,gioielleria - orologeria,20.0,0.0
non alimentare,NP,NP,VIA,MUZIO SCEVOLA,4,2663,3,NP,NP,biancheria intima,27.0,0.0
non alimentare,NP,NP,VIA,MUZIO SCEVOLA,4,2663,3,NP,NP,prodotti per ufficio.,20.0,0.0
non alimentare,NP,NP,VIA,MUZIO SCEVOLA,6,2663,3,esterno,115,pneumatici,57.0,0.0
non alimentare,NP,NP,VIA,NECCHI LODOVICO,2,642,1,interno,338,articoli religiosi,22.0,0.0
non alimentare,NP,NP,VIA,NEERA ANNA,10,5326,5,esterno,42,elettricita' e idraulica,75.0,0.0
non alimentare,NP,NP,VIA,NEERA ANNA,14,5326,5,esterno,42,pneumatici,76.0,0.0
non alimentare,NP,NP,VIA,NEERA ANNA,14,5326,5,NP,42,abbigliamento,74.0,0.0
non alimentare,NP,NP,VIA,NEERA ANNA,22,5326,5,esterno,42,abbigliamento donna,160.0,40.0
non alimentare,NP,NP,VIA,NEERA ANNA,22,5326,5,NP,42,accessori per calzature,18.0,0.0
non alimentare,NP,NP,VIA,NEERA ANNA,4,5326,5,esterno,42,accessori e ricambi auto-moto,113.0,0.0
non alimentare,NP,NP,VIA,NEGRI GAETANO,8,623,1,esterno,407,stampati,51.0,16.0
non alimentare,NP,NP,VIA,NEGROLI,10,3279,4,esterno,258,abbigliamento bambino,45.0,12.0
non alimentare,NP,NP,VIA,NEGROLI,10,3279,4,esterno,258,elettricita' e idraulica,20.0,30.0
non alimentare,NP,NP,VIA,NEGROLI,10,3279,4,NP,NP,tappeti,40.0,52.0
non alimentare,NP,NP,VIA,NEGROLI,11,3279,4,esterno,257,abbigliamento donna,35.0,3.0
non alimentare,NP,NP,VIA,NEGROLI,11,3279,4,esterno,257,boutique,43.0,0.0
non alimentare,NP,NP,VIA,NEGROLI,14,3279,4,NP,258,calzature,2.0,14.0
non alimentare,NP,NP,VIA,NEGROLI,1,3279,4,NP,257,cine-foto-ottica-art.scientifi,58.0,0.0
non alimentare,NP,NP,VIA,NEGROLI,2,3279,4,esterno,258,abbigliamento,37.0,6.0
non alimentare,NP,NP,VIA,NEGROLI,3,3279,4,esterno,257,articoli regalo,18.0,2.0
non alimentare,NP,NP,VIA,NEGROLI,9,3279,4,NP,NP,cancelleria,1.0,37.0
non alimentare,NP,NP,VIA,NEGROTTO MICHELE PERICLE,36,7270,8,esterno,162,autoveicoli,160.0,40.0
non alimentare,NP,NP,VIA,NERINO,10,564,1,esterno,349,filatelia e numismatica,16.0,4.0
non alimentare,NP,NP,VIA,NERINO,15,564,1,esterno,349,cartoleria cancelleria,30.0,30.0
non alimentare,NP,NP,VIA,NERINO,3,564,1,NP,401,argenteria,58.0,0.0
non alimentare,NP,NP,VIA,NERINO,3,564,1,esterno,401,articoli tessili per arredamen,67.0,0.0
non alimentare,NP,NP,VIA,NERINO,3,564,1,esterno,401,filatelia e numismatica,15.0,0.0
non alimentare,NP,NP,VIA,NERINO,3,564,1,esterno,401,gioielleria e oreficeria,24.0,0.0
non alimentare,NP,NP,VIA,NERINO,3,564,1,esterno,401,lane e filati,25.0,0.0
non alimentare,NP,NP,VIA,NERINO,3,564,1,NP,NP,tessuti ed abbigliamento.,22.0,0.0
non alimentare,NP,NP,VIA,NERI POMPEO,2,6817,6,esterno,76,accessori e ricambi auto-moto,29.0,5.0
non alimentare,NP,NP,VIA,NERI POMPEO,2,6817,6,esterno,76,bomboniere,32.0,4.0
non alimentare,NP,NP,VIA,NERI POMPEO,2,6817,6,esterno,76,fiori e piante,17.0,0.0
non alimentare,NP,NP,VIA,NERI POMPEO,2,6817,6,esterno,76,profumeria,30.0,3.0
non alimentare,NP,NP,VIA,NEWTON ISAAC,10,6580,7,esterno,241,abbigliamento,180.0,0.0
non alimentare,NP,NP,VIA,NICASTRO,4,4116,4,esterno,127,abbigliamento,28.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,10,7129,1,esterno,118,articoli in gomma e plastica,140.0,630.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,12,7129,1,esterno,118,giocattoli,30.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,20,7129,1,esterno,118,abbigliamento,25.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,20,7129,1,NP,118,articoli regalo,25.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,20,7129,1,NP,118,bigiotteria e chincaglieria,140.0,120.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,21,7129,1,esterno,114,abbigliamento,53.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,21,7129,1,esterno,114,giocattoli,30.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,21,7129,1,NP,114,bigiotteria e chincaglieria,40.0,5.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,21,7129,1,NP,114,prodotti artigianato intern.,40.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,24,7129,8,esterno,77,bigiotteria e chincaglieria,35.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,25,7129,8,esterno,76,abbigliamento,57.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,25,7129,8,esterno,76,gioielleria e oreficeria,25.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,28,7129,8,esterno,77,motocicli,102.0,98.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,29,7129,8,esterno,76,libreria,30.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,30,7129,8,esterno,77,accessori e ricambi auto-moto,116.0,54.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,32,7129,8,NP,77,abbigliamento,70.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,33,7129,8,esterno,76,abbigliamento,96.0,0.0
non alimentare,NP,NP,VIA,NICCOLINI GIOVANNI BATTISTA,33,7129,8,esterno,76,motocicli,90.0,0.0
non alimentare,NP,NP,VIA,NICOLODI AURELIO,13,1455,9,NP,NP,articoli da regalo pubblicitari e confezioni artistiche,20.0,95.0
non alimentare,NP,NP,VIA,NICOLODI AURELIO,13,1455,9,NP,NP,"articoli da regalo, pubblicitari, orologeria, arredi",20.0,95.0
non alimentare,NP,NP,VIA,NIRONE,11,640,1,esterno,403,"antichita' e oggetti d'arte,an",68.0,7.0
non alimentare,NP,NP,VIA,NIRONE,11,640,1,esterno,403,libreria,41.0,10.0
non alimentare,NP,NP,VIA,NIRONE,19,640,1,esterno,403,"antichita' e oggetti d'arte,an",89.0,0.0
non alimentare,NP,NP,VIA,NIRONE,1,640,1,esterno,342,"antichita' e oggetti d'arte,an",60.0,50.0
non alimentare,NP,NP,VIA,NIRONE,2,640,1,esterno,340,articoli regalo,50.0,0.0
non alimentare,NP,NP,VIA,NIRONE,5,640,1,esterno,342,elettricita' e idraulica,94.0,2.0
non alimentare,NP,NP,VIA,NIRONE,5,640,1,NP,NP,non alimentare,35.0,20.0
non alimentare,NP,NP,VIA,NIRONE,2/A,640,1,interno,339,mobili,68.0,9.0
non alimentare,NP,NP,VIA,NOE ENRICO,10,2211,3,esterno,107,autoveicoli,80.0,0.0
non alimentare,NP,NP,VIA,NOE ENRICO,15,2211,3,NP,106,abbigliamento,50.0,20.0
non alimentare,NP,NP,VIA,NOE ENRICO,15,2211,3,NP,106,giocattoli,17.0,0.0
non alimentare,NP,NP,VIA,NOE ENRICO,1,2211,3,esterno,106,abbigliamento,169.0,0.0
non alimentare,NP,NP,VIA,NOE ENRICO,1,2211,3,esterno,106,cine-foto-ottica-art.scientifi,20.0,25.0
non alimentare,NP,NP,VIA,NOE ENRICO,1,2211,3,esterno,106,fiori e piante,47.0,0.0
non alimentare,NP,NP,VIA,NOE ENRICO,23,2211,3,esterno,94,abbigliamento donna,95.0,125.0
non alimentare,NP,NP,VIA,NOE ENRICO,2,2211,3,esterno,107,abbigliamento uomo,39.0,0.0
non alimentare,NP,NP,VIA,NOE ENRICO,8,2211,3,esterno,107,libreria,62.0,18.0
non alimentare,NP,NP,VIA,NOTA ALBERTO,46,1624,9,esterno,48,cartoleria cancelleria,40.0,0.0
non alimentare,NP,NP,VIA,NOTA ALBERTO,46,1624,9,esterno,48,libreria,50.0,0.0
non alimentare,NP,NP,VIA,NOTO,19,4291,5,esterno,164,cartoleria cancelleria,22.0,0.0
non alimentare,NP,NP,VIA,NOVARA,105,6624,7,esterno,38,art. per parrucchieri,30.0,35.0
non alimentare,NP,NP,VIA,NOVARA,105,6624,7,esterno,38,piccolo zoo,34.0,0.0
non alimentare,NP,NP,VIA,NOVARA,10,6624,7,esterno,271,telefoni,40.0,0.0
non alimentare,NP,NP,VIA,NOVARA,123,6624,7,esterno,38,abbigliamento,43.0,6.0
non alimentare,NP,NP,VIA,NOVARA,123,6624,7,esterno,38,articoli sportivi,133.0,0.0
non alimentare,NP,NP,VIA,NOVARA,125,6624,7,esterno,38,abbigliamento,35.0,5.0
non alimentare,NP,NP,VIA,NOVARA,12,6624,7,esterno,271,telefoni,25.0,0.0
non alimentare,NP,NP,VIA,NOVARA,131,6624,7,esterno,38,telefoni,140.0,0.0
non alimentare,NP,NP,VIA,NOVARA,139,6624,7,esterno,38,ferramenta e ottonami,35.0,35.0
non alimentare,NP,NP,VIA,NOVARA,139,6624,7,esterno,38,"radio tv, elettrodom,app.radio",40.0,0.0
non alimentare,NP,NP,VIA,NOVARA,143,6624,7,NP,NP,art. da regalo bomboniere abiti da sposa e accessori,35.0,0.0
non alimentare,NP,NP,VIA,NOVARA,15,6624,7,NP,105,accessori per calzature,2.0,13.0
non alimentare,NP,NP,VIA,NOVARA,216,6624,7,esterno,113,auto-moto-cicli,41.0,0.0
non alimentare,NP,NP,VIA,NOVARA,221,6624,7,NP,NP,"prodotti per trattamento acqua, condizionatori, prodotti elettrici per la sicurezza, caldaie, prodotti solaro-termici, camini ecc.-",74.0,34.0
non alimentare,NP,NP,VIA,NOVARA,290,6624,7,NP,109,accessori e ricambi auto-moto,5.0,5995.0
non alimentare,NP,NP,VIA,NOVARA,31,6624,7,esterno,103,cartolibreria,36.0,0.0
non alimentare,NP,NP,VIA,NOVARA,31,6624,7,esterno,103,piccolo zoo,22.0,31.0
non alimentare,NP,NP,VIA,NOVARA,371,6624,7,interno,8,art.per la mamma e il bambino articoli,37.0,0.0
non alimentare,NP,NP,VIA,NOVARA,373,6624,7,esterno,8,accessori e ricambi auto-moto,40.0,10.0
