,Tipo via tmp,Nome via tmp,Civico tmp,ZD tmp,Isolato,Accesso,Info plus
13843,VIA,SCIESA AMATORE,9,4,050; , accesso esterno; , ; 
13844,VIA,SCIESA AMATORE,002,4,043; , accesso esterno; ,/a; 
13845,VIA,SCOGLIO DI QUARTO,3,5,084; , accesso esterno; , ; 
13846,VIA,SCRIVIA,1,4,022; , accesso esterno; , ; 
13847,VIA,SCRIVIA,1,4,022; , accesso esterno; , ; 
13848,VIA,SCRIVIA,1,4,024; , accesso esterno; , ; 
13849,VIA,SCROSATI LUIGI,3,6,123; , accesso esterno; , ; 
13850,VIA,SEBASTIANO DEL PIOMBO,13,8,212; , accesso esterno; , ; 
13851,VIA,SEBASTIANO DEL PIOMBO,15,8,212; , accesso esterno; , ; 
13852,VIA,SEBASTIANO DEL PIOMBO,15,8,212; , accesso esterno; , ; 
13853,VIA,SEBASTIANO DEL PIOMBO,15,8,212; ,, ; 
13854,VIA,SEBASTIANO DEL PIOMBO,15,8,212; ,, ; 
13855,VIA,SEBASTIANO DEL PIOMBO,15,8,,, 
13856,VIA,SEBASTIANO DEL PIOMBO,23,8,212; , accesso interno; , ; 
13857,VIA,SEBASTIANO DEL PIOMBO,3,8,217; ,, ; 
13858,VIA,SEBASTIANO DEL PIOMBO,4,8,218; ,, ; 
13859,VIA,SEBASTIANO DEL PIOMBO,5,8,217; ,, ; 
13860,VIA,SEBASTIANO DEL PIOMBO,6,8,218; , accesso esterno; , ; 
13861,VIA,SEBASTIANO DEL PIOMBO,027,8,,,; 
13862,VIA,SEBENICO,24,9,,, 
13863,VIA,SEBINO,16,4,126; , accesso esterno; , ; 
13864,VIA,SEBINO,19,4,129; , accesso esterno; , ; 
13865,VIA,SEBINO,6,4,125; , accesso esterno; , ; 
13866,VIA,SEGNERI PAOLO,8,6,,, 
13867,VIA,SEGURO,000,7,,,; accesso: accesso esterno; 
13868,VIA,SEGURO,005,7,072; , accesso interno; ,; 
13869,VIA,SELLA QUINTINO,1,1,240; , accesso esterno; , ;for buonaparte 064*; 
13870,VIA,SELLA QUINTINO,2,1,241; , accesso esterno; , ;via sella quintino 002; 
13871,VIA,SENATO,12,1,468; , accesso esterno; , ;via senato 012; 
13872,VIA,SENATO,13,1,184; , accesso esterno; , ;via senato 013; 
13873,VIA,SENATO,13,1,184; ,, ;via senato 013; 
13874,VIA,SENATO,15,1,184; , accesso esterno; , ;via senato 015; 
13875,VIA,SENATO,15,1,184; ,, ;via senato 015; 
13876,VIA,SENATO,18,1,468; , accesso interno; , ;via senato 018; 
13877,VIA,SENATO,18,1,,, 
13878,VIA,SENATO,24,1,468; , accesso interno; , ;via senato 024; 
13879,VIA,SENATO,26,1,468; , accesso esterno; , ;via senato 026; 
13880,VIA,SENATO,2,1,186; , accesso esterno; , ;via senato 002; 
13881,VIA,SENATO,2,1,186; , accesso esterno; , ;via senato 002; 
13882,VIA,SENATO,45,1,255; , accesso esterno; , ;via manzoni alessandro 046; 
13883,VIA,SENATO,45,1,184; , accesso esterno; , ;via senato 045; 
13884,VIA,SENATO,45,1,184; ,, ;via senato 045; 
13885,VIA,SENATO,45,1,,, 
13886,VIA,SENATO,6,1,186; , accesso interno; , ;via senato 006; 
13887,VIA,SERBELLONI GABRIO,1,1,021; , accesso interno; , spaccio interno; 
13888,VIA,SERBELLONI GABRIO,7,1,097; ,, ; 
13889,VIA,SERIO,9,5,011; , accesso esterno; , ; 
13890,VIA,SERLIO SEBASTIANO,11,4,026; , accesso esterno; , ; 
13891,VIA,SERVIO TULLIO,4,1,064; , accesso esterno; , ; 
13892,VIA,SESTINI BARTOLOMEO,095,9,097; , accesso interno; ,/int; 
13893,VIA,SETTALA LODOVICO,10,3,102; ,, ; 
13894,VIA,SETTALA LODOVICO,20,3,075; ,, ; 
13895,VIA,SETTALA LODOVICO,20,3,,, 
13896,VIA,SETTALA LODOVICO,38,3,057; , accesso interno; , ; 
13897,VIA,SETTALA LODOVICO,45,3,056; , accesso interno; , ; 
13898,VIA,SETTALA LODOVICO,4,3,,, 
13899,VIA,SETTALA LODOVICO,51,3,041; ,, ; 
13900,VIA,SETTALA LODOVICO,59,3,041; ,, ; 
13901,VIA,SETTALA LODOVICO,8,3,122; ,, s.op. mantova; 
13902,VIA,SETTEMBRINI LUIGI,11,2,073; , accesso esterno; , ; 
13903,VIA,SETTEMBRINI LUIGI,15,2,055; ,, ; 
13904,VIA,SETTEMBRINI LUIGI,26,3,056; , accesso esterno; , ; 
13905,VIA,SETTEMBRINI LUIGI,27,2,040; , accesso esterno; , ; 
13906,VIA,SETTEMBRINI LUIGI,30,3,041; , accesso esterno; , ; 
13907,VIA,SETTEMBRINI LUIGI,34,3,041; ,, ; 
13908,VIA,SETTEMBRINI LUIGI,34,3,041; ,, ; 
13909,VIA,SETTEMBRINI LUIGI,34,3,238; , accesso esterno; , ; 
13910,VIA,SETTEMBRINI LUIGI,34,3,,, 
13911,VIA,SETTEMBRINI LUIGI,36,3,041; , accesso esterno; , ; 
13912,VIA,SETTEMBRINI LUIGI,36,3,041; , accesso esterno; , ; 
13913,VIA,SETTEMBRINI LUIGI,37,2,040; , accesso esterno; , ; 
13914,VIA,SETTEMBRINI LUIGI,37,2,040; , accesso esterno; , ; 
13915,VIA,SETTEMBRINI LUIGI,37,2,040; , accesso esterno; , ; 
13916,VIA,SETTEMBRINI LUIGI,37,2,040; , accesso esterno; , ; 
13917,VIA,SETTEMBRINI LUIGI,37,2,040; , accesso esterno; , ; 
13918,VIA,SETTEMBRINI LUIGI,37,2,040; , accesso esterno; , ; 
13919,VIA,SETTEMBRINI LUIGI,39,2,031; , accesso esterno; , ; 
13920,VIA,SETTEMBRINI LUIGI,39,2,031; , accesso esterno; , ; 
13921,VIA,SETTEMBRINI LUIGI,39,2,031; ,, ; 
13922,VIA,SETTEMBRINI LUIGI,41,2,041; ,, ; 
13923,VIA,SETTEMBRINI LUIGI,43,2,031; , accesso esterno; , ; 
13924,VIA,SETTEMBRINI LUIGI,43,2,031; ,, ; 
13925,VIA,SETTEMBRINI LUIGI,47,2,031; , accesso esterno; , ; 
13926,VIA,SETTEMBRINI LUIGI,49,2,031; , accesso esterno; , ; 
13927,VIA,SETTEMBRINI LUIGI,49,2,031; , accesso esterno; , ; 
13928,VIA,SETTEMBRINI LUIGI,49,2,031; ,, ; 
13929,VIA,SETTEMBRINI LUIGI,54,3,032; , accesso esterno; , ; 
13930,VIA,SETTEMBRINI LUIGI,54,3,032; , accesso interno; , ; 
13931,VIA,SETTEMBRINI LUIGI,54,3,032; , accesso esterno; , trasloco dal 3/5/2006; 
13932,VIA,SETTEMBRINI LUIGI,56,3,023; , accesso esterno; , ; 
13933,VIA,SETTEMBRINI LUIGI,56,3,023; ,, ; 
13934,VIA,SETTEMBRINI LUIGI,56,3,023; ,, ; 
13935,VIA,SETTEMBRINI LUIGI,5,2,,, 
13936,VIA,SETTEMBRINI LUIGI,6,3,074; , accesso esterno; , ; 
13937,VIA,SETTEMBRINI LUIGI,6,3,074; , accesso esterno; , ; 
13938,VIA,SETTEMBRINI LUIGI,031,2,040; , accesso interno; ,/33; 
13939,VIA,SFORZA ASCANIO,17,5,094; , accesso esterno; , ; 
13940,VIA,SFORZA ASCANIO,21,5,094; , accesso esterno; , ; 
13941,VIA,SFORZA ASCANIO,21,5,,, 
13942,VIA,SFORZA ASCANIO,29,5,094; , accesso esterno; , ; 
13943,VIA,SFORZA ASCANIO,37,5,113; ,, ; 
13944,VIA,SFORZA ASCANIO,47,5,125; ,, ; 
13945,VIA,SFORZA ASCANIO,49,5,125; , accesso esterno; , ; 
13946,VIA,SFORZA ASCANIO,51,5,125; , accesso esterno; , ; 
13947,VIA,SFORZA ASCANIO,73,5,001; , accesso esterno; , ; 
13948,VIA,SFORZA ASCANIO,75,5,001; , accesso esterno; , ; 
13949,VIA,SFORZA ASCANIO,85,5,001; , accesso esterno; , ; 
13950,VIA,SFORZA ASCANIO,081,5,001; , accesso interno; ,/a; 
13951,VIA,SFORZA FRANCESCO,14,1,469; , accesso esterno; , ;via sforza francesco 014; 
13952,VIA,SFORZA FRANCESCO,14,1,469; ,, ;via sforza francesco 014; 
13953,VIA,SFORZA FRANCESCO,1,1,199; , accesso esterno; , ;via sforza francesco 001; 
13954,VIA,SFORZA FRANCESCO,1,1,199; , accesso interno; , ;via sforza francesco 001; 
13955,VIA,SFORZA FRANCESCO,1,1,199; ,, ;via sforza francesco 001; 
13956,VIA,SFORZA FRANCESCO,2,1,267; ,, ;via sforza francesco 002; 
13957,VIA,SFORZA FRANCESCO,3,1,199; , accesso esterno; , ;via sforza francesco 003; 
13958,VIA,SFORZA FRANCESCO,3,1,199; , accesso esterno; , ;via sforza francesco 003; 
13959,VIA,SFORZA FRANCESCO,3,1,,, 
13960,VIA,SFORZA FRANCESCO,43,1,115; , accesso interno; , ;via sforza francesco 043; 
13961,VIA,SFORZA FRANCESCO,46,1,269; , accesso esterno; , ;via sforza francesco 046; 
13962,VIA,SFORZA FRANCESCO,46,1,269; ,, ;via sforza francesco 046; 
13963,VIA,SFORZA FRANCESCO,47,1,125; ,, ; 
13964,VIA,SFORZA FRANCESCO,47,1,115; , accesso esterno; , ;via sforza francesco 047; 
13965,VIA,SFORZA FRANCESCO,47,1,115; ,, ;via sforza francesco 047; 
13966,VIA,SFORZA FRANCESCO,48,1,,, ;via sforza francesco 048*; accesso: accesso esterno; 
13967,VIA,SFORZA FRANCESCO,48,1,269; ,, ;via sforza francesco 048; 
13968,VIA,SFORZA FRANCESCO,48,1,269; ,, ;via sforza francesco 048; 
13969,VIA,SFORZA FRANCESCO,49,1,115; , accesso esterno; , ;cso di porta romana 039; 
13970,VIA,SFORZA FRANCESCO,49,1,115; , accesso esterno; , ;via sforza francesco 049; 
13971,VIA,SFORZA FRANCESCO,49,1,115; , accesso esterno; , ;via sforza francesco 049; 
13972,VIA,SFORZA FRANCESCO,4,1,,, 
13973,VIA,SFORZA FRANCESCO,012,1,469; , accesso esterno; ,/a; 
13974,VIA,S. GIOV. SUL MURO,10,1,291; ,, ;via s. giov. sul muro 010; 
13975,VIA,S. GIOV. SUL MURO,12,1,291; , accesso esterno; , ;via s. giov. sul muro 012; 
13976,VIA,S. GIOV. SUL MURO,12,1,291; , accesso esterno; , ;via s. giov. sul muro 012; 
13977,VIA,S. GIOV. SUL MURO,12,1,,, www.retrosuperfuture.com; 
13978,VIA,S. GIOV. SUL MURO,14,1,291; , accesso esterno; , ;via brentano giuseppe 000; 
13979,VIA,S. GIOV. SUL MURO,14,1,291; , accesso esterno; , ;via s. giov. sul muro 014; 
13980,VIA,S. GIOV. SUL MURO,15,1,372; ,, ;via s. giov. sul muro 015; 
13981,VIA,S. GIOV. SUL MURO,17,1,372; ,, ;via s. giov. sul muro 017; 
13982,VIA,S. GIOV. SUL MURO,17,1,372; ,, ;via s. giov. sul muro 017; 
13983,VIA,S. GIOV. SUL MURO,17,1,,, 
13984,VIA,S. GIOV. SUL MURO,18,1,291; , accesso esterno; , ;via s. giov. sul muro 018; 
13985,VIA,S. GIOV. SUL MURO,18,1,291; , accesso esterno; , ;via s. giov. sul muro 018; 
13986,VIA,S. GIOV. SUL MURO,21,1,372; , accesso esterno; , ;via s. giov. sul muro 021; 
13987,VIA,S. GIOV. SUL MURO,21,1,,, 
13988,VIA,S. GIOV. SUL MURO,3,1,372; , accesso esterno; , ;via s. giov. sul muro 003; 
13989,VIA,S. GIOV. SUL MURO,3,1,372; , accesso esterno; , ;via s. giov. sul muro 003; 
13990,VIA,S. GIOV. SUL MURO,3,1,372; , accesso esterno; , ;via s. giov. sul muro 003; 
13991,VIA,S. GIOV. SUL MURO,3,1,372; ,, ;via s. giov. sul muro 003; 
13992,VIA,S. GIOV. SUL MURO,9,1,372; ,, ;via s. giov. sul muro 009; 
13993,VIA,SIBARI,11,5,162; , accesso esterno; , ; 
13994,VIA,SIBARI,15,5,162; ,, c/o giulia schmid srl; 
13995,VIA,SIBARI,2,5,161; , accesso esterno; , ; 
13996,VIA,SIDOLI GIUDITTA,20,3,183; , accesso esterno; , ; 
13997,VIA,SIDOLI GIUDITTA,20,3,183; , accesso esterno; , ; 
13998,VIA,SIGIERI GOFFREDO,10,4,166; ,, altri sistemi di comunicazione; 
13999,VIA,SIGIERI GOFFREDO,4,4,166; , accesso esterno; , ; 
14000,VIA,SIGNORELLI LUCA,1,8,,, 
14001,VIA,SIGNORELLI LUCA,2,8,073; , accesso esterno; , ; 
14002,VIA,SIGNORELLI LUCA,7,8,072; , accesso esterno; , ; 
14003,VIA,SILVA ALESSANDRO,21,7,085; , accesso interno; , ; 
14004,VIA,SILVA GUGLIELMO,10,8,172; , accesso esterno; , ; 
14005,VIA,SILVA GUGLIELMO,16,8,172; ,, ; 
14006,VIA,SILVA GUGLIELMO,29,8,210; , accesso esterno; , ; 
14007,VIA,SILVA GUGLIELMO,29,8,210; , accesso esterno; , ; 
14008,VIA,SILVA GUGLIELMO,29,8,,, 
14009,VIA,SILVA GUGLIELMO,33,8,210; , accesso esterno; , ; 
14010,VIA,SILVA GUGLIELMO,35,8,210; , accesso esterno; , ; 
14011,VIA,SILVA GUGLIELMO,35,8,210; ,, ; 
14012,VIA,SILVA GUGLIELMO,35,8,211; , accesso esterno; , ; 
14013,VIA,SILVA GUGLIELMO,35,8,,, 
14014,VIA,SILVA GUGLIELMO,39,8,212; , accesso esterno; , ; 
14015,VIA,SILVA GUGLIELMO,43,8,212; , accesso esterno; , ; 
14016,VIA,SILVA GUGLIELMO,45,8,212; , accesso esterno; , ; 
14017,VIA,SILVA GUGLIELMO,45,8,212; ,, ; 
14018,VIA,SIMONE D'ORSENIGO,27,4,076; ,, ; 
14019,VIA,SIMONE D'ORSENIGO,3,4,073; ,, ; 
14020,VIA,SIMONE D'ORSENIGO,6,4,098; , accesso interno; , ; 
14021,VIA,SIMONE D'ORSENIGO,9,4,073; ,, ; 
14022,VIA,SIMONETTA CICCO,17,1,056; ,, ; 
14023,VIA,SIMONETTA CICCO,5,1,129; , accesso esterno; , ; 
14024,VIA,SIMONETTA CICCO,8,1,,, ; accesso: accesso esterno; 
14025,VIA,SIMONETTA CICCO,016,1,,,/a; 
14026,VIA,SIRTORI GIUSEPPE,11,3,,, 
14027,VIA,SIRTORI GIUSEPPE,13,3,151; ,, ; 
14028,VIA,SIRTORI GIUSEPPE,14,3,150; , accesso esterno; , ; 
14029,VIA,SIRTORI GIUSEPPE,14,3,150; , accesso interno; , ; 
14030,VIA,SIRTORI GIUSEPPE,6,3,150; , accesso esterno; , ; 
14031,VIA,SISMONDI GIANCARLO,1,4,230; , accesso esterno; , ; 
14032,VIA,SISMONDI GIANCARLO,1,4,,, 
14033,VIA,SISMONDI GIANCARLO,34,4,245; , accesso esterno; , ; 
14034,VIA,SISMONDI GIANCARLO,34,4,245; ,, ; 
14035,VIA,SISMONDI GIANCARLO,36,4,245; , accesso esterno; , ; 
14036,VIA,SISMONDI GIANCARLO,38,4,245; , accesso esterno; , ; 
14037,VIA,SISMONDI GIANCARLO,44,4,246; , accesso esterno; , ; 
14038,VIA,SISMONDI GIANCARLO,44,4,246; , accesso esterno; , ; 
14039,VIA,SISMONDI GIANCARLO,44,4,246; , accesso esterno; , ; 
14040,VIA,SISMONDI GIANCARLO,53,4,235; , accesso esterno; , ; 
14041,VIA,SISMONDI GIANCARLO,53,4,235; , accesso esterno; , ; 
14042,VIA,SISMONDI GIANCARLO,53,4,247; , accesso esterno; , ; 
14043,VIA,SISMONDI GIANCARLO,67,4,235; , accesso esterno; , ; 
14044,VIA,SISMONDI GIANCARLO,74,4,247; , accesso interno; , ; 
14045,VIA,SIUSI,20,3,049; ,, ; 
14046,VIA,SLATAPER SCIPIO,17,2,085; ,, ; 
14047,VIA,SLATAPER SCIPIO,19,2,085; , accesso esterno; , ; 
14048,VIA,SLATAPER SCIPIO,19,2,085; ,, ; 
14049,VIA,SMAREGLIA ANTONIO,1,4,224; , accesso esterno; , ; 
14050,VIA,SMAREGLIA ANTONIO,1,4,224; , accesso esterno; , ; 
14051,VIA,SOAVE FRANCESCO,3,5,,, spaccio interno; 
14052,VIA,SODERINI LUIGI,27,6,075; , accesso esterno; , ; 
14053,VIA,SODERINI LUIGI,2,6,030; , accesso esterno; , ; 
14054,VIA,SODERINI LUIGI,2,6,030; , accesso esterno; , ; 
14055,VIA,SODERINI LUIGI,9,6,041; , accesso esterno; , ; 
14056,VIA,SODERINI LUIGI,9,6,,, 
14057,VIA,SOFFREDINI ALFREDO,77,2,011; , accesso esterno; , ; 
14058,VIA,SOFFREDINI ALFREDO,77,2,011; , accesso esterno; , ; 
14059,VIA,SOFFREDINI ALFREDO,77,2,011; , accesso esterno; , ; 
14060,VIA,SOLARI ANDREA,11,6,026; , accesso interno; , ; 
14061,VIA,SOLARI ANDREA,11,6,026; , accesso interno; , ; 
14062,VIA,SOLARI ANDREA,12,6,018; ,, ; 
14063,VIA,SOLARI ANDREA,15,6,025; , accesso esterno; , ; 
14064,VIA,SOLARI ANDREA,19,6,025; ,, ; 
14065,VIA,SOLARI ANDREA,1,6,027; ,, ; 
14066,VIA,SOLARI ANDREA,23,6,025; , accesso esterno; , ; 
14067,VIA,SOLARI ANDREA,23,6,025; , accesso esterno; , ; 
14068,VIA,SOLARI ANDREA,23,6,025; , accesso esterno; , ; 
14069,VIA,SOLARI ANDREA,23,6,025; ,, ; 
14070,VIA,SOLARI ANDREA,23,6,025; ,, ; 
14071,VIA,SOLARI ANDREA,30,6,017; , accesso esterno; , ; 
14072,VIA,SOLARI ANDREA,34,6,017; ,, ; 
14073,VIA,SOLARI ANDREA,34,6,,, 
14074,VIA,SOLARI ANDREA,35,6,,, ; accesso: accesso interno; 
14075,VIA,SOLARI ANDREA,3,6,026; , accesso esterno; , ; 
14076,VIA,SOLARI ANDREA,3,6,,, 
14077,VIA,SOLARI ANDREA,40,6,016; , accesso esterno; , ; 
14078,VIA,SOLARI ANDREA,40,6,016; , accesso esterno; , ; 
14079,VIA,SOLARI ANDREA,41,6,023; , accesso esterno; , ; 
14080,VIA,SOLARI ANDREA,41,6,023; , accesso esterno; , ; 
14081,VIA,SOLARI ANDREA,41,6,023; , accesso esterno; , ; 
14082,VIA,SOLARI ANDREA,41,6,,, 
14083,VIA,SOLARI ANDREA,43,6,023; , accesso esterno; , ; 
14084,VIA,SOLARI ANDREA,43,6,023; , accesso esterno; , ; 
14085,VIA,SOLARI ANDREA,43,6,023; ,, ; 
14086,VIA,SOLARI ANDREA,43,6,023; ,, ; 
14087,VIA,SOLARI ANDREA,43,6,023; ,, ; 
14088,VIA,SOLARI ANDREA,48,6,014; , accesso esterno; , ; 
14089,VIA,SOLARI ANDREA,48,6,014; , accesso esterno; , ; 
14090,VIA,SOLARI ANDREA,4,6,019; , accesso esterno; , ; 
14091,VIA,SOLARI ANDREA,52,6,014; , accesso esterno; , ; 
14092,VIA,SOLARI ANDREA,52,6,014; , accesso esterno; , ; 
14093,VIA,SOLARI ANDREA,52,6,014; ,, ; 
14094,VIA,SOLARI ANDREA,7,6,026; , accesso esterno; , ; 
14095,VIA,SOLARI ANDREA,002,6,020; , accesso esterno; ,/a; 
14096,VIA,SOLARI ANDREA,002,6,020; , accesso esterno; ,/a; 
14097,VIA,SOLARI ANDREA,043,6,023; , accesso esterno; ,/1; 
14098,VIA,SOLDATI GIACOMO,18,8,035; , accesso esterno; , ; 
14099,VIA,SOLERA MANTEGAZZA LAURA,7,1,,, 
14100,VIA,SOLFERINO,11,1,172; , accesso esterno; , ; 
14101,VIA,SOLFERINO,11,1,172; , accesso esterno; , ; 
14102,VIA,SOLFERINO,11,1,172; , accesso esterno; , ; 
14103,VIA,SOLFERINO,11,1,172; , accesso esterno; , ; 
14104,VIA,SOLFERINO,11,1,172; ,, ; 
14105,VIA,SOLFERINO,11,1,172; ,, ; 
14106,VIA,SOLFERINO,12,1,247; , accesso esterno; , ; 
14107,VIA,SOLFERINO,12,1,247; ,, ; 
14108,VIA,SOLFERINO,12,1,247; ,, ; 
14109,VIA,SOLFERINO,12,1,,, 
14110,VIA,SOLFERINO,12,1,,, 
14111,VIA,SOLFERINO,14,1,247; , accesso esterno; , ; 
14112,VIA,SOLFERINO,16,1,,, 
14113,VIA,SOLFERINO,16,1,,, 
14114,VIA,SOLFERINO,18,1,247; , accesso esterno; , ; 
14115,VIA,SOLFERINO,18,1,,, 
14116,VIA,SOLFERINO,25,1,,, 
14117,VIA,SOLFERINO,25,1,,, 
14118,VIA,SOLFERINO,32,1,087; , accesso esterno; , ; 
14119,VIA,SOLFERINO,32,1,087; , accesso esterno; , ; 
14120,VIA,SOLFERINO,34,1,087; , accesso esterno; , ; 
14121,VIA,SOLFERINO,35,1,006; , accesso esterno; , ; 
14122,VIA,SOLFERINO,36,1,087; , accesso esterno; , ; 
14123,VIA,SOLFERINO,3,1,246; , accesso esterno; , ; 
14124,VIA,SOLFERINO,3,1,246; , accesso esterno; , ; 
14125,VIA,SOLFERINO,3,1,246; , accesso esterno; , ; 
14126,VIA,SOLFERINO,3,1,246; ,, ; 
14127,VIA,SOLFERINO,3,1,,, 
14128,VIA,SOLFERINO,40,1,,, 
14129,VIA,SOLFERINO,42,1,007; , accesso esterno; , ; 
14130,VIA,SOLFERINO,42,1,,, 
14131,VIA,SOLFERINO,44,1,007; ,, ; 
14132,VIA,SOLFERINO,48,1,007; , accesso esterno; , ; 
14133,VIA,SOLFERINO,5,1,246; , accesso esterno; , ; 
14134,VIA,SOLFERINO,9,1,172; , accesso esterno; , ; 
14135,VIA,SOLFERINO,022,1,176; , accesso esterno; ,/a; 
14136,VIA,SOLFERINO,022,1,176; ,,/a; 
14137,VIA,SOLFERINO,029,1,006; ,,/31; 
14138,VIA,SONCINO,1,1,350; , accesso esterno; , ;via soncino 001; 
14139,VIA,SONCINO,1,1,350; , accesso esterno; , ;via soncino 001; 
14140,VIA,SONCINO,3,1,350; , accesso esterno; , ;via soncino 003; 
14141,VIA,SONCINO,3,1,350; , accesso esterno; , ;via soncino 003; 
14142,VIA,SONCINO,001,1,350; , accesso interno; ,/int; 
14143,VIA,SOPERGA,13,2,001; , accesso interno; , ; 
14144,VIA,SOPERGA,13,2,001; , accesso interno; , ; 
14145,VIA,SOPERGA,13,2,001; , accesso esterno; , s.a.c. 01/02/2007; 
14146,VIA,SOPERGA,20,2,002; , accesso interno; , ; 
14147,VIA,SOPERGA,45,2,339; , accesso esterno; , ; 
14148,VIA,SOPERGA,45,2,339; , accesso interno; , ; 
14149,VIA,SORESINA GIOVANNI BATTISTA,2,7,240; , accesso esterno; , ang. sttimio severo; 
14150,VIA,SORESINA GIOVANNI BATTISTA,2,6,,, ang. sttimio severo; 
14151,VIA,SORESINA GIOVANNI BATTISTA,2,7,240; , accesso esterno; , ; 
14152,VIA,SORESINA GIOVANNI BATTISTA,4,7,240; , accesso esterno; , ; 
14153,VIA,SOTTOCORNO PASQUALE,11,4,010; ,, ; 
14154,VIA,SOTTOCORNO PASQUALE,2,4,014; , accesso esterno; , ; 
14155,VIA,SOTTOCORNO PASQUALE,2,4,014; , accesso esterno; , ; 
14156,VIA,SOTTOCORNO PASQUALE,2,4,014; , accesso esterno; , ; 
14157,VIA,SOTTOCORNO PASQUALE,2,4,014; ,, ; 
14158,VIA,SOTTOCORNO PASQUALE,2,4,014; ,, ; 
14159,VIA,SOTTOCORNO PASQUALE,2,4,,, 
14160,VIA,SOTTOCORNO PASQUALE,36,4,015; , accesso esterno; , ; 
14161,VIA,SOTTOCORNO PASQUALE,3,4,010; ,, ; 
14162,VIA,SOTTOCORNO PASQUALE,4,4,014; ,, ; 
14163,VIA,SOTTOCORNO PASQUALE,52,4,019; , accesso interno; , interno; 
14164,VIA,SOTTOCORNO PASQUALE,52,4,019; , accesso esterno; , ; 
14165,VIA,SOTTOCORNO PASQUALE,54,4,019; , accesso esterno; , ; 
14166,VIA,SOTTOCORNO PASQUALE,5,4,010; , accesso esterno; , ; 
14167,VIA,SOTTOCORNO PASQUALE,9,4,010; , accesso esterno; , ; 
14168,VIA,SOTTOCORNO PASQUALE,005,4,010; , accesso esterno; ,/a; 
14169,VIA,SOTTOCORNO PASQUALE,005,4,010; ,,/a; 
14170,VIA,SOTTOCORNO PASQUALE,019,4,011; , accesso esterno; ,/a; 
14171,VIA,SOTTOCORNO PASQUALE,019,4,,,/a; 
14172,VIA,SPADARI,3,1,440; ,, 3øpiano;via spadari 003; 
14173,VIA,SPADARI,3,1,440; , accesso interno; , ;via spadari 003; 
14174,VIA,SPADARI,3,1,440; , accesso interno; , ;via spadari 003; 
14175,VIA,SPALATO,6,9,279; , accesso esterno; , ; 
14176,VIA,SPALLANZANI LAZZARO,15,3,107; ,, ; 
14177,VIA,SPALLANZANI LAZZARO,16,3,142; , accesso esterno; , ; 
14178,VIA,SPALLANZANI LAZZARO,18,3,,, 
14179,VIA,SPALLANZANI LAZZARO,5,3,141; , accesso esterno; , ang. c.so buenos aires 6; 
14180,VIA,SPALLANZANI LAZZARO,6,3,143; , accesso esterno; , ; 
14181,VIA,SPALLANZANI LAZZARO,6,3,143; , accesso esterno; , ; 
14182,VIA,SPALLANZANI LAZZARO,6,3,,, 
14183,VIA,SPALLANZANI LAZZARO,006,3,355; , accesso esterno; ,/8; 
14184,VIA,SPARTACO,10,4,069; ,, ; 
14185,VIA,SPARTACO,11,4,056; , accesso esterno; , ; 
14186,VIA,SPARTACO,17,4,056; ,, ; 
14187,VIA,SPARTACO,23,4,056; , accesso esterno; , ; 
14188,VIA,SPARTACO,23,4,056; ,, ; 
14189,VIA,SPARTACO,24,4,071; , accesso esterno; , ; 
14190,VIA,SPARTACO,24,4,071; , accesso esterno; , ; 
14191,VIA,SPARTACO,2,4,069; , accesso esterno; , ; 
14192,VIA,SPARTACO,2,4,069; , accesso esterno; , ; 
14193,VIA,SPARTACO,2,4,069; , accesso interno; , ; 
14194,VIA,SPARTACO,2,4,069; ,, ; 
14195,VIA,SPARTACO,2,4,,, 
14196,VIA,SPARTACO,2,4,,, 
14197,VIA,SPARTACO,31,4,058; , accesso esterno; , ; 
14198,VIA,SPARTACO,33,4,058; ,, ; 
14199,VIA,SPARTACO,38,4,071; , accesso esterno; , ; 
14200,VIA,SPARTACO,8,4,069; ,, c\o prada spa; 
14201,VIA,SPAVENTA SILVIO,19,5,001; , accesso esterno; , ; 
14202,VIA,SPAVENTA SILVIO,19,5,001; , accesso esterno; , ; 
14203,VIA,SPAVENTA SILVIO,19,5,001; ,, ; 
14204,VIA,SPERI TITO,1,9,315; , accesso esterno; , ; 
14205,VIA,SPERI TITO,1,9,238; , accesso esterno; , trasloco del 7.7.06;ple cadorna luigi 004; 
14206,VIA,SPERONARI,6,1,447; , accesso esterno; , ;via speronari 006; 
14207,VIA,SPERONARI,7,1,446; , accesso esterno; , ;via speronari 007; 
14208,VIA,SPERONARI,7,1,446; , accesso interno; , ;via speronari 007; 
14209,VIA,SPERONARI,8,1,447; , accesso esterno; , ;via speronari 008; 
14210,VIA,SPERONARI,8,1,447; ,, ;via speronari 008; 
14211,VIA,SPEZIA,15,5,051; ,, ; 
14212,VIA,SPEZIA,20,6,050; ,, ; 
14213,VIA,SPEZIA,2,6,,, 
14214,VIA,SPEZIA,7,5,030; , accesso esterno; , ; 
14215,VIA,SPEZIA,7,5,030; ,, ; 
14216,VIA,SPEZIA,9,5,030; , accesso esterno; , ; 
14217,VIA,SPONTINI GASPARE,10,3,,, 
14218,VIA,SPONTINI GASPARE,11,3,027; , accesso esterno; , ; 
14219,VIA,SPONTINI GASPARE,12,3,036; , accesso esterno; , ; 
14220,VIA,SPONTINI GASPARE,12,3,036; , accesso esterno; , ; 
